"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-19 ~ 2025-11-18"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 영등포구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 500 ~ 3000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"685","서울특별시 영등포구 신길동","3***","-","33.05","월세","202508","06","2,000","40","1981","","202509~202709","신규","-","","","단독다가구"
"686","서울특별시 영등포구 신길동","4**","8m미만","28.06","월세","202508","06","500","40","1991","대방천로10길","202508~202708","신규","-","","","단독다가구"
"687","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202508","05","500","58","2019","디지털로54길","202508~202708","신규","-","","","단독다가구"
"688","서울특별시 영등포구 당산동","1**","8m미만","52.00","월세","202508","05","2,000","90","1997","국회대로53길","202509~202609","신규","-","","","단독다가구"
"689","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202508","05","500","39","2017","디지털로38길","202509~202603","신규","-","","","단독다가구"
"690","서울특별시 영등포구 대림동","8**","8m미만","26.46","월세","202508","05","2,000","50","1987","도림로48길","202508~202708","신규","-","","","단독다가구"
"691","서울특별시 영등포구 대림동","1***","8m미만","54.63","월세","202508","05","3,000","85","1988","도림로40길","202508~202708","신규","-","","","단독다가구"
"692","서울특별시 영등포구 신길동","9*","8m미만","191.03","월세","202508","05","3,000","25","1990","영등포로76길","202509~202709","신규","-","","","단독다가구"
"693","서울특별시 영등포구 신길동","3***","8m미만","39.00","월세","202508","05","1,000","40","1988","신풍로12가길","202509~202709","신규","-","","","단독다가구"
"694","서울특별시 영등포구 대림동","9**","8m미만","194.58","월세","202508","05","1,000","35","1993","디지털로77길","202508~202708","신규","-","","","단독다가구"
"695","서울특별시 영등포구 대림동","7**","25m미만","29.70","월세","202508","05","1,000","55","1993","대림로27가길","202508~202708","신규","-","","","단독다가구"
"696","서울특별시 영등포구 영등포동","6**","8m미만","21.30","월세","202508","05","500","60","2019","영신로9다길","202509~202709","신규","-","","","단독다가구"
"697","서울특별시 영등포구 대림동","1***","8m미만","45.00","월세","202508","04","3,000","70","2019","디지털로38길","202509~202709","신규","-","","","단독다가구"
"698","서울특별시 영등포구 신길동","3**","8m미만","33.00","월세","202508","04","1,000","25","1991","도림로100길","202509~202709","신규","-","","","단독다가구"
"699","서울특별시 영등포구 영등포동","6**","8m미만","29.00","월세","202508","04","500","40","1991","도림로112길","202508~202708","신규","-","","","단독다가구"
"700","서울특별시 영등포구 도림동","2**","8m미만","40.00","월세","202508","03","3,000","70","1998","도신로15길","202511~202711","신규","-","","","단독다가구"
"701","서울특별시 영등포구 도림동","1**","12m미만","18.00","월세","202508","03","1,000","48","2017","도림로","202508~202708","신규","-","","","단독다가구"
"702","서울특별시 영등포구 대림동","1***","8m미만","15.00","월세","202508","03","500","35","1990","도림천로13길","202508~202708","신규","-","","","단독다가구"
"703","서울특별시 영등포구 당산동6가","1**","8m미만","78.43","월세","202508","03","1,000","63","","당산로50길","202508~202608","신규","-","","","단독다가구"
"704","서울특별시 영등포구 신길동","1**","12m미만","18.00","월세","202508","02","500","35","1956","도신로64길","202508~202608","신규","-","","","단독다가구"
"705","서울특별시 영등포구 도림동","2**","8m미만","44.00","월세","202508","02","1,000","70","1993","도영로7길","202509~202709","신규","-","","","단독다가구"
"706","서울특별시 영등포구 도림동","2**","8m미만","27.52","월세","202508","02","500","55","1992","도영로11길","202508~202708","신규","-","","","단독다가구"
"707","서울특별시 영등포구 도림동","1**","12m미만","20.00","월세","202508","02","1,000","48","2017","도림로","202508~202708","신규","-","","","단독다가구"
"708","서울특별시 영등포구 당산동3가","3**","8m미만","49.00","월세","202508","02","1,000","130","1987","당산로","202508~202608","신규","-","","","단독다가구"
"709","서울특별시 영등포구 신길동","4**","8m미만","22.00","월세","202508","02","3,000","55","1978","여의대방로47라길","202509~202609","신규","-","","","단독다가구"
"710","서울특별시 영등포구 신길동","4**","8m미만","147.11","월세","202508","02","3,000","55","1978","여의대방로47라길","202509~202609","신규","-","","","단독다가구"
"711","서울특별시 영등포구 대림동","1***","8m미만","15.00","월세","202508","01","500","40","1998","디지털로54길","202508~202607","신규","-","","","단독다가구"
"712","서울특별시 영등포구 대림동","8**","8m미만","20.00","월세","202508","01","500","40","1991","대림로","202508~202708","신규","-","","","단독다가구"
"713","서울특별시 영등포구 당산동1가","2**","8m미만","20.00","월세","202508","01","1,000","60","2017","당산로12길","202508~202608","신규","-","","","단독다가구"
"714","서울특별시 영등포구 신길동","4**","8m미만","18.00","월세","202508","01","500","35","1974","신길로17길","202508~202708","신규","-","","","단독다가구"
"715","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202508","01","1,500","40","1992","디지털로54길","202508~202708","신규","-","","","단독다가구"
"716","서울특별시 영등포구 양평동4가","2**","8m미만","25.00","월세","202508","01","3,000","40","2011","선유로","202508~202608","신규","-","","","단독다가구"
"717","서울특별시 영등포구 신길동","3**","8m미만","32.00","월세","202508","01","500","40","1995","가마산로49길","202508~202708","신규","-","","","단독다가구"
"718","서울특별시 영등포구 신길동","4**","8m미만","20.00","월세","202507","31","500","30","1993","신길로13길","202507~202707","신규","-","","","단독다가구"
"719","서울특별시 영등포구 신길동","1**","8m미만","18.02","월세","202507","31","1,500","50","2017","도신로60길","202507~202707","신규","-","","","단독다가구"
"720","서울특별시 영등포구 신길동","2**","8m미만","31.66","월세","202507","31","500","40","1997","신길로47길","202508~202708","신규","-","","","단독다가구"
"721","서울특별시 영등포구 대림동","6**","25m미만","18.00","월세","202507","30","500","49","2017","도림로47길","202508~202608","신규","-","","","단독다가구"
"722","서울특별시 영등포구 신길동","4***","8m미만","32.00","월세","202507","30","2,000","40","1990","여의대방로15길","202508~202708","신규","-","","","단독다가구"
"723","서울특별시 영등포구 신길동","2**","8m미만","25.00","월세","202507","30","500","35","1996","신길로41나길","202508~202708","신규","-","","","단독다가구"
"724","서울특별시 영등포구 신길동","4**","8m미만","41.00","월세","202507","30","500","45","1991","도림로","202508~202708","신규","-","","","단독다가구"
"725","서울특별시 영등포구 신길동","4***","8m미만","24.00","월세","202507","30","1,000","50","1990","여의대방로9길","202508~202708","신규","-","","","단독다가구"
"726","서울특별시 영등포구 신길동","4***","8m미만","23.00","월세","202507","30","500","45","1991","신풍로12나길","202508~202708","신규","-","","","단독다가구"
"727","서울특별시 영등포구 도림동","1**","8m미만","48.26","월세","202507","29","2,000","70","1976","도림로","202508~202708","신규","-","","","단독다가구"
"728","서울특별시 영등포구 신길동","3***","8m미만","19.83","월세","202507","29","2,000","47","2016","신풍로","202508~202708","신규","-","","","단독다가구"
"729","서울특별시 영등포구 당산동3가","2**","12m미만","34.33","월세","202507","29","1,500","80","1991","당산로28길","202508~202708","신규","-","","","단독다가구"
"730","서울특별시 영등포구 신길동","4**","8m미만","19.80","월세","202507","29","500","35","2014","도림로81길","202508~202708","신규","-","","","단독다가구"
"731","서울특별시 영등포구 당산동2가","1**","8m미만","23.00","월세","202507","29","3,000","65","2017","선유동1로","202508~202708","신규","-","","","단독다가구"
"732","서울특별시 영등포구 대림동","1***","12m미만","34.23","월세","202507","29","2,000","70","2004","디지털로37나길","202507~202707","신규","-","","","단독다가구"
"733","서울특별시 영등포구 대림동","9**","12m미만","10.32","월세","202507","29","500","46","2019","대림로8길","202507~202707","신규","-","","","단독다가구"
"734","서울특별시 영등포구 대림동","1***","8m미만","36.00","월세","202507","29","1,000","60","1988","디지털로49길","202507~202707","신규","-","","","단독다가구"
"735","서울특별시 영등포구 대림동","7**","25m미만","19.80","월세","202507","29","500","45","1993","대림로27가길","202508~202708","신규","-","","","단독다가구"
"736","서울특별시 영등포구 도림동","8*","8m미만","20.00","월세","202507","29","500","45","1987","도신로29다길","202508~202708","신규","-","","","단독다가구"
"737","서울특별시 영등포구 당산동1가","4**","8m미만","18.13","월세","202507","28","1,000","50","2013","당산로18길","202507~202707","신규","-","","","단독다가구"
"738","서울특별시 영등포구 대림동","8**","8m미만","20.00","월세","202507","28","500","45","2018","디지털로69가길","202507~202707","신규","-","","","단독다가구"
"739","서울특별시 영등포구 대림동","1***","8m미만","69.82","월세","202507","28","500","55","1975","디지털로53가길","202507~202707","신규","-","","","단독다가구"
"740","서울특별시 영등포구 신길동","4***","25m미만","18.00","월세","202507","28","2,000","27","1988","대방천로","202508~202708","신규","-","","","단독다가구"
"741","서울특별시 영등포구 신길동","4***","8m미만","20.00","월세","202507","28","1,000","50","2014","대방천로","202508~202708","신규","-","","","단독다가구"
"742","서울특별시 영등포구 양평동3가","3*","8m미만","18.11","월세","202507","27","1,000","60","2016","양산로1길","202507~202607","신규","-","","","단독다가구"
"743","서울특별시 영등포구 양평동3가","3*","25m미만","18.32","월세","202507","27","2,000","50","2010","선유서로","202507~202607","신규","-","","","단독다가구"
"744","서울특별시 영등포구 대림동","7**","12m미만","18.00","월세","202507","27","500","40","1987","대림로22길","202507~202707","신규","-","","","단독다가구"
"745","서울특별시 영등포구 대림동","9**","12m미만","20.62","월세","202507","27","500","52","2019","대림로8길","202507~202707","신규","-","","","단독다가구"
"746","서울특별시 영등포구 대림동","7**","8m미만","20.00","월세","202507","26","500","40","1986","대림로43길","202507~202607","신규","-","","","단독다가구"
"747","서울특별시 영등포구 영등포동7가","6*","8m미만","24.00","월세","202507","26","1,000","40","1991","국회대로44길","202508~202708","신규","-","","","단독다가구"
"748","서울특별시 영등포구 당산동1가","2**","12m미만","52.80","월세","202507","26","500","45","1996","당산로16길","202507~202707","신규","-","","","단독다가구"
"749","서울특별시 영등포구 당산동","1**","8m미만","27.00","월세","202507","26","1,000","51","1977","버드나루로22길","202507~202607","신규","-","","","단독다가구"
"750","서울특별시 영등포구 신길동","3*","12m미만","27.00","월세","202507","26","2,000","60","1992","영등포로60길","202508~202608","신규","-","","","단독다가구"
"751","서울특별시 영등포구 신길동","9*","8m미만","220.32","월세","202507","26","3,000","60","1984","영등포로72길","202507~202707","신규","-","","","단독다가구"
"752","서울특별시 영등포구 신길동","2**","8m미만","53.94","월세","202507","26","3,000","70","1994","도신로","202508~202708","신규","-","","","단독다가구"
"753","서울특별시 영등포구 도림동","1**","8m미만","27.00","월세","202507","26","1,000","55","2012","도신로29사길","202508~202707","신규","-","","","단독다가구"
"754","서울특별시 영등포구 양평동2가","3*","12m미만","56.21","월세","202507","26","2,000","75","1997","선유서로25길","202508~202708","신규","-","","","단독다가구"
"755","서울특별시 영등포구 도림동","4*","8m미만","15.00","월세","202507","26","500","35","1980","영신로1길","202507~202707","신규","-","","","단독다가구"
"756","서울특별시 영등포구 도림동","2**","8m미만","17.00","월세","202507","26","500","42","1992","도신로15나길","202508~202708","신규","-","","","단독다가구"
"757","서울특별시 영등포구 대림동","7**","12m미만","20.00","월세","202507","26","500","30","1983","대림로29나길","202508~202708","신규","-","","","단독다가구"
"758","서울특별시 영등포구 대림동","8**","8m미만","19.81","월세","202507","26","1,000","55","2018","도림로50길","202509~202709","신규","-","","","단독다가구"
"759","서울특별시 영등포구 영등포동6가","2*","8m미만","18.00","월세","202507","26","3,000","50","","영등포로35나길","202507~202607","신규","-","","","단독다가구"
"760","서울특별시 영등포구 신길동","4***","8m미만","20.00","월세","202507","25","500","20","1997","신길로16길","202507~202707","신규","-","","","단독다가구"
"761","서울특별시 영등포구 도림동","1**","8m미만","15.00","월세","202507","25","500","45","2015","도신로29사길","202507~202607","신규","-","","","단독다가구"
"762","서울특별시 영등포구 도림동","2**","8m미만","23.00","월세","202507","25","500","40","1993","도신로15나길","202508~202708","신규","-","","","단독다가구"
"763","서울특별시 영등포구 도림동","8*","12m미만","36.00","월세","202507","25","1,000","40","1973","도신로29가길","202508~202708","신규","-","","","단독다가구"
"764","서울특별시 영등포구 도림동","1**","8m미만","30.00","월세","202507","25","1,000","55","1994","도신로29마길","202508~202708","신규","-","","","단독다가구"
"765","서울특별시 영등포구 양평동4가","3**","8m미만","10.00","월세","202507","25","500","40","1985","양평로18길","202507~203007","신규","-","","","단독다가구"
"766","서울특별시 영등포구 양평동4가","3**","8m미만","10.00","월세","202507","25","500","40","1985","양평로18길","202507~203007","신규","-","","","단독다가구"
"767","서울특별시 영등포구 대림동","1***","8m미만","33.00","월세","202507","25","500","42","1992","디지털로37다길","202507~202707","신규","-","","","단독다가구"
"768","서울특별시 영등포구 당산동3가","3**","8m미만","20.00","월세","202507","25","500","60","2015","당산로31길","202507~202607","신규","-","","","단독다가구"
"769","서울특별시 영등포구 신길동","5*","8m미만","16.50","월세","202507","25","2,000","63","2018","영등포로65길","202508~202708","신규","-","","","단독다가구"
"770","서울특별시 영등포구 신길동","2**","8m미만","93.96","월세","202507","25","500","45","1992","신길로40길","202508~202708","신규","-","","","단독다가구"
"771","서울특별시 영등포구 대림동","9**","8m미만","30.00","월세","202507","24","500","40","1992","디지털로70길","202508~202708","신규","-","","","단독다가구"
"772","서울특별시 영등포구 대림동","9**","8m미만","21.45","월세","202507","24","1,000","50","2017","대림로8나길","202507~202707","신규","-","","","단독다가구"
"773","서울특별시 영등포구 신길동","1**","8m미만","49.11","월세","202507","24","1,000","60","1992","신길로58길","202507~202707","신규","-","","","단독다가구"
"774","서울특별시 영등포구 도림동","2**","12m미만","50.00","월세","202507","24","1,000","65","1992","도림로113길","202508~202708","신규","-","","","단독다가구"
"775","서울특별시 영등포구 대림동","7**","25m이상","25.00","월세","202507","24","1,000","70","2014","도림로48길","202508~202608","신규","-","","","단독다가구"
"776","서울특별시 영등포구 신길동","2**","8m미만","44.58","월세","202507","24","2,000","75","","가마산로67길","202509~202709","신규","-","","","단독다가구"
"777","서울특별시 영등포구 영등포동5가","1**","8m미만","26.40","월세","202507","23","500","51","1988","영중로22길","202507~202607","신규","-","","","단독다가구"
"778","서울특별시 영등포구 대림동","1***","8m미만","43.88","월세","202507","23","1,000","65","2003","대림로7가길","202507~202707","신규","-","","","단독다가구"
"779","서울특별시 영등포구 대림동","6**","8m미만","55.13","월세","202507","22","1,500","90","1986","대림로34가길","202507~202707","신규","-","","","단독다가구"
"780","서울특별시 영등포구 대림동","7**","12m미만","30.00","월세","202507","22","1,000","52","2013","대림로31나길","202508~202710","신규","-","","","단독다가구"
"781","서울특별시 영등포구 대림동","6**","8m미만","60.16","월세","202507","22","1,000","70","1996","도신로8길","202508~202708","신규","-","","","단독다가구"
"782","서울특별시 영등포구 대림동","1***","8m미만","35.00","월세","202507","22","500","58","1988","디지털로45길","202507~202707","신규","-","","","단독다가구"
"783","서울특별시 영등포구 대림동","8**","8m미만","20.00","월세","202507","22","500","50","2018","디지털로69가길","202507~202707","신규","-","","","단독다가구"
"784","서울특별시 영등포구 대림동","8**","8m미만","73.66","월세","202507","22","500","50","2016","디지털로57길","202507~202707","신규","-","","","단독다가구"
"785","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202507","22","500","45","2016","디지털로38길","202508~202708","신규","-","","","단독다가구"
"786","서울특별시 영등포구 신길동","4**","8m미만","15.00","월세","202507","22","1,000","35","","대방천로","202508~202708","신규","-","","","단독다가구"
"787","서울특별시 영등포구 신길동","1***","8m미만","25.00","월세","202507","22","2,000","40","1998","여의대방로45길","202508~202708","신규","-","","","단독다가구"
"788","서울특별시 영등포구 신길동","2**","8m미만","43.60","월세","202507","22","500","40","1993","신길로52길","202508~202708","신규","-","","","단독다가구"
"789","서울특별시 영등포구 대림동","8**","8m미만","18.00","월세","202507","21","500","43","2017","대림로12길","202508~202708","신규","-","","","단독다가구"
"790","서울특별시 영등포구 대림동","1***","8m미만","22.00","월세","202507","21","1,000","40","2007","디지털로53가길","202507~202707","신규","-","","","단독다가구"
"791","서울특별시 영등포구 신길동","8*","8m미만","173.55","월세","202507","21","500","35","1992","여의대방로53나길","202507~202707","신규","-","","","단독다가구"
"792","서울특별시 영등포구 양평동1가","3*","25m이상","23.60","월세","202507","21","1,000","60","1971","선유로","202508~202708","신규","-","","","단독다가구"
"793","서울특별시 영등포구 대림동","1***","8m미만","43.00","월세","202507","21","3,000","35","1993","디지털로56길","202507~202707","신규","-","","","단독다가구"
"794","서울특별시 영등포구 대림동","1***","8m미만","23.22","월세","202507","21","1,000","55","2015","도림천로15길","202507~202707","신규","-","","","단독다가구"
"795","서울특별시 영등포구 당산동6가","1**","8m미만","48.10","월세","202507","21","2,000","50","1995","당산로52길","202508~202707","신규","-","","","단독다가구"
"796","서울특별시 영등포구 대림동","1***","8m미만","32.00","월세","202507","21","3,000","73","2018","대림로7나길","202508~202708","신규","-","","","단독다가구"
"797","서울특별시 영등포구 도림동","1**","12m미만","50.00","월세","202507","21","1,000","40","1971","도신로29가길","202508~202708","신규","-","","","단독다가구"
"798","서울특별시 영등포구 대림동","9**","8m미만","31.84","월세","202507","21","2,000","50","1993","신길로15길","202509~202708","신규","-","","","단독다가구"
"799","서울특별시 영등포구 영등포동","6**","12m미만","24.39","월세","202507","21","500","40","1993","영신로9나길","202507~202707","신규","-","","","단독다가구"
"800","서울특별시 영등포구 신길동","3**","8m미만","50.00","월세","202507","21","500","100","2018","도림로91길","202508~202608","신규","-","","","단독다가구"
"801","서울특별시 영등포구 신길동","4**","8m미만","23.58","월세","202507","20","500","45","1970","신길로17길","202507~202707","신규","-","","","단독다가구"
"802","서울특별시 영등포구 도림동","1**","8m미만","32.00","월세","202507","20","500","45","1992","도신로","202507~202707","신규","-","","","단독다가구"
"803","서울특별시 영등포구 도림동","2**","12m미만","29.75","월세","202507","20","1,000","60","1988","도신로15가길","202507~202707","신규","-","","","단독다가구"
"804","서울특별시 영등포구 신길동","4**","8m미만","18.00","월세","202507","20","1,000","50","2018","대방천로","202508~202608","신규","-","","","단독다가구"
"805","서울특별시 영등포구 신길동","3**","8m미만","16.00","월세","202507","20","500","35","2014","도림로91길","202507~202707","신규","-","","","단독다가구"
"806","서울특별시 영등포구 대림동","1***","12m미만","30.00","월세","202507","19","500","39","1990","디지털로37길","202507~202707","신규","-","","","단독다가구"
"807","서울특별시 영등포구 도림동","2**","12m미만","20.00","월세","202507","19","2,000","30","1995","도림로113길","202508~202701","신규","-","","","단독다가구"
"808","서울특별시 영등포구 대림동","9**","8m미만","42.00","월세","202507","19","2,000","60","1988","디지털로70길","202509~202709","신규","-","","","단독다가구"
"809","서울특별시 영등포구 신길동","1**","8m미만","16.22","월세","202507","19","1,000","55","2011","도신로","202507~202707","신규","-","","","단독다가구"
"810","서울특별시 영등포구 대림동","8**","8m미만","18.00","월세","202507","19","1,000","64","2022","대림로10길","202507~202707","신규","-","","","단독다가구"
"811","서울특별시 영등포구 신길동","3***","25m미만","18.00","월세","202507","19","1,000","55","","신풍로14길","202508~202708","신규","-","","","단독다가구"
"812","서울특별시 영등포구 신길동","6*","8m미만","181.32","월세","202507","19","1,000","62","1991","영등포로67가길","202508~202908","신규","-","","","단독다가구"
"813","서울특별시 영등포구 양평동3가","3*","25m미만","18.32","월세","202507","19","2,000","50","2010","선유서로","202508~202708","신규","-","","","단독다가구"
"814","서울특별시 영등포구 대림동","8**","8m미만","33.00","월세","202507","19","1,000","47","2017","디지털로64길","202508~202708","신규","-","","","단독다가구"
"815","서울특별시 영등포구 도림동","1**","8m미만","45.00","월세","202507","18","1,000","57","1996","도신로29마길","202507~202707","신규","-","","","단독다가구"
"816","서울특별시 영등포구 대림동","9**","8m미만","24.80","월세","202507","18","500","47","2017","디지털로70길","202507~202707","신규","-","","","단독다가구"
"817","서울특별시 영등포구 대림동","7**","25m미만","15.00","월세","202507","18","500","43","2008","대림로27길","202507~202607","신규","-","","","단독다가구"
"818","서울특별시 영등포구 신길동","*","8m미만","225.81","월세","202507","18","1,000","50","1992","여의대방로61길","202508~202708","신규","-","","","단독다가구"
"819","서울특별시 영등포구 신길동","1***","12m미만","17.00","월세","202507","18","3,000","22","2016","여의대방로53가길","202507~202707","신규","-","","","단독다가구"
"820","서울특별시 영등포구 도림동","2**","8m미만","21.00","월세","202507","18","500","35","1993","도영로7길","202507~202707","신규","-","","","단독다가구"
"821","서울특별시 영등포구 대림동","9**","12m미만","16.50","월세","202507","18","2,000","45","2017","신길로15길","202508~202708","신규","-","","","단독다가구"
"822","서울특별시 영등포구 대림동","1***","8m미만","19.80","월세","202507","18","1,000","63","2023","디지털로48길","202508~202708","신규","-","","","단독다가구"
"823","서울특별시 영등포구 대림동","9**","8m미만","24.80","월세","202507","18","500","47","2017","디지털로70길","202507~202707","신규","-","","","단독다가구"
"824","서울특별시 영등포구 신길동","4**","8m미만","16.50","월세","202507","17","1,000","45","2012","대방천로","202508~202708","신규","-","","","단독다가구"
"825","서울특별시 영등포구 대림동","7**","12m미만","33.00","월세","202507","17","500","33","1976","도림로47가길","202507~202707","신규","-","","","단독다가구"
"826","서울특별시 영등포구 대림동","1***","8m미만","56.01","월세","202507","17","1,000","70","2003","대림로7가길","202507~202707","신규","-","","","단독다가구"
"827","서울특별시 영등포구 당산동1가","3**","8m미만","40.17","월세","202507","17","1,000","70","1993","당산로18길","202507~202707","신규","-","","","단독다가구"
"828","서울특별시 영등포구 대림동","1***","8m미만","25.00","월세","202507","17","500","50","1989","디지털로48길","202508~202708","신규","-","","","단독다가구"
"829","서울특별시 영등포구 도림동","1**","8m미만","16.50","월세","202507","17","1,000","58","2018","도신로27길","202507~202607","신규","-","","","단독다가구"
"830","서울특별시 영등포구 도림동","2**","8m미만","33.00","월세","202507","17","500","50","1992","도림로113가길","202507~202707","신규","-","","","단독다가구"
"831","서울특별시 영등포구 도림동","2**","8m미만","33.00","월세","202507","17","500","50","1992","도림로113나길","202508~202708","신규","-","","","단독다가구"
"832","서울특별시 영등포구 도림동","2**","12m미만","25.00","월세","202507","17","500","35","","도신로19길","202507~202607","신규","-","","","단독다가구"
"833","서울특별시 영등포구 양평동5가","1**","25m미만","169.99","월세","202507","16","500","53","","양평로22사길","202508~202708","신규","-","","","단독다가구"
"834","서울특별시 영등포구 영등포동","6**","12m미만","21.93","월세","202507","16","1,000","47","2019","영신로13길","202507~202707","신규","-","","","단독다가구"
"835","서울특별시 영등포구 도림동","1**","12m미만","20.00","월세","202507","16","1,000","48","2017","도림로","202509~202709","신규","-","","","단독다가구"
"836","서울특별시 영등포구 양평동3가","3*","8m미만","42.30","월세","202507","16","1,000","50","1992","선유서로31길","202508~202708","신규","-","","","단독다가구"
"837","서울특별시 영등포구 대림동","8**","8m미만","22.00","월세","202507","16","1,000","50","2018","디지털로64길","202508~202707","신규","-","","","단독다가구"
"838","서울특별시 영등포구 대림동","1***","8m미만","18.02","월세","202507","16","500","54","2017","디지털로48길","202507~202707","신규","-","","","단독다가구"
"839","서울특별시 영등포구 대림동","1***","8m미만","38.02","월세","202507","16","500","52","2012","디지털로48길","202508~202708","신규","-","","","단독다가구"
"840","서울특별시 영등포구 신길동","1**","8m미만","25.00","전세","202507","16","3,000","0","1994","신길로58길","202507~202707","신규","-","","","단독다가구"
"841","서울특별시 영등포구 신길동","3**","8m미만","57.72","월세","202507","16","1,000","30","1992","도림로100길","202507~202707","신규","-","","","단독다가구"
"842","서울특별시 영등포구 신길동","3**","8m미만","29.70","월세","202507","16","1,500","35","1991","도림로83길","202507~202707","신규","-","","","단독다가구"
"843","서울특별시 영등포구 도림동","1**","8m미만","36.00","월세","202507","15","1,000","45","1990","도신로29마길","202507~202707","신규","-","","","단독다가구"
"844","서울특별시 영등포구 신길동","1**","8m미만","25.00","월세","202507","15","500","35","1997","도신로53길","202509~202709","신규","-","","","단독다가구"
"845","서울특별시 영등포구 신길동","3**","25m이상","18.02","월세","202507","15","1,000","60","1988","도림로","202508~202708","신규","-","","","단독다가구"
"846","서울특별시 영등포구 신길동","2**","8m미만","36.66","월세","202507","15","1,000","60","","도신로","202507~202707","신규","-","","","단독다가구"
"847","서울특별시 영등포구 신길동","1***","8m미만","40.18","월세","202507","15","1,000","60","1990","신풍로25가길","202507~202707","신규","-","","","단독다가구"
"848","서울특별시 영등포구 신길동","1**","8m미만","225.54","월세","202507","15","2,500","40","1988","영등포로72길","202507~202707","신규","-","","","단독다가구"
"849","서울특별시 영등포구 도림동","1**","8m미만","16.50","월세","202507","15","1,000","58","2018","도신로27길","202508~202608","신규","-","","","단독다가구"
"850","서울특별시 영등포구 대림동","6**","8m미만","16.50","월세","202507","15","500","48","2020","대림로34나길","202507~202707","신규","-","","","단독다가구"
"851","서울특별시 영등포구 대림동","1***","8m미만","39.00","월세","202507","15","1,000","60","1990","디지털로37다길","202507~202707","신규","-","","","단독다가구"
"852","서울특별시 영등포구 대림동","1***","8m미만","20.00","월세","202507","15","1,000","60","2019","디지털로","202507~202707","신규","-","","","단독다가구"
"853","서울특별시 영등포구 대림동","9**","12m미만","21.00","월세","202507","14","1,000","60","2022","시흥대로187길","202508~202708","신규","-","","","단독다가구"
"854","서울특별시 영등포구 대림동","1***","8m미만","23.00","월세","202507","14","500","58","2017","대림로7길","202507~202707","신규","-","","","단독다가구"
"855","서울특별시 영등포구 신길동","1**","8m미만","109.08","월세","202507","14","500","35","2006","도신로54길","202507~202707","신규","-","","","단독다가구"
"856","서울특별시 영등포구 신길동","3***","8m미만","30.00","월세","202507","14","1,500","45","1995","대방천로","202507~202707","신규","-","","","단독다가구"
"857","서울특별시 영등포구 도림동","2**","8m미만","33.05","월세","202507","14","500","50","1992","도신로19가길","202507~202707","신규","-","","","단독다가구"
"858","서울특별시 영등포구 도림동","2**","12m미만","51.45","월세","202507","14","2,000","80","1988","도신로15다길","202508~202708","신규","-","","","단독다가구"
"859","서울특별시 영등포구 영등포동7가","6*","8m미만","27.46","월세","202507","14","500","40","1993","영중로27길","202507~202707","신규","-","","","단독다가구"
"860","서울특별시 영등포구 도림동","2**","8m미만","20.00","월세","202507","14","800","35","1992","도신로15가길","202508~202708","신규","-","","","단독다가구"
"861","서울특별시 영등포구 당산동1가","1**","12m미만","74.99","월세","202507","14","2,000","100","1995","영등포로27길","202509~202709","신규","-","","","단독다가구"
"862","서울특별시 영등포구 도림동","2**","8m미만","20.00","월세","202507","14","800","35","1992","도신로15가길","202508~202708","신규","-","","","단독다가구"
"863","서울특별시 영등포구 대림동","1***","8m미만","18.00","월세","202507","14","500","45","2017","디지털로38길","202507~202607","신규","-","","","단독다가구"
"864","서울특별시 영등포구 신길동","3***","8m미만","33.32","월세","202507","14","600","19","1993","신풍로10길","202507~202707","신규","-","","","단독다가구"
"865","서울특별시 영등포구 신길동","2**","25m이상","40.00","월세","202507","14","2,000","40","1983","도신로","202508~202708","신규","-","","","단독다가구"
"866","서울특별시 영등포구 대림동","1***","8m미만","25.00","월세","202507","13","500","40","1989","도림천로","202507~202707","신규","-","","","단독다가구"
"867","서울특별시 영등포구 대림동","9**","8m미만","35.00","월세","202507","13","1,000","60","1991","시흥대로177길","202507~202707","신규","-","","","단독다가구"
"868","서울특별시 영등포구 신길동","3**","8m미만","18.02","월세","202507","13","2,000","60","2021","가마산로65길","202507~202707","신규","-","","","단독다가구"
